Notebook,RequirementID,Requirement,Source,Found,Evidence
ED_Pipeline_v6_full-editable baseline.ipynb,CLN_SEPSIS_SCORES,Sepsis/ICU scores (qSOFA/MEWS/SOFA/APACHE),Clinical Spec,True,"),""version"":""0.1"",""status"":""placeholder"",""keywords"":""sepsis|qsofa|fluids"",""checklist"":""Open SOP|Order labs|Start fluids|Antib"
ED_Pipeline_v6_full-editable baseline.ipynb,CLN_SOP_AUTOTRIGGER,Auto-trigger SOPs by presentation,Clinical Spec,True," return json.load(f)     except Exception: return {} print(""sop auto ready"") import importlib def _try_import(name:str):     try"
ED_Pipeline_v6_full-editable baseline.ipynb,CLN_DDIMER_ADJ,Age/pregnancy-adjusted D-dimer,Clinical Spec,False,
ED_Pipeline_v6_full-editable baseline.ipynb,CLN_LINGER_MON,Monitor lingering patients (time since assessment),Clinical Spec,True,"nce_v is not None:             if since_v > 120: st.error(f""Lingering patient: since_vitals_min={since_v:.0f} > 120"")             else: s"
ED_Pipeline_v6_full-editable baseline.ipynb,CLN_FOLLOWUP_ECG,Follow-up ECG aligned with troponin,Clinical Spec,False,
ED_Pipeline_v6_full-editable baseline.ipynb,CLN_CT_RULES,CT rules (emergencies vs pregnancy),Clinical Spec,False,
ED_Pipeline_v6_full-editable baseline.ipynb,CHK_QR_TRACK,QR equipment tracking (US/crash carts/wheelchairs),Checklist,True,"ake(self,payload:str)->str:         try:             import qrcode             fp=self.out_dir/f""qr_{abs(hash(payload))}.png"" "
ED_Pipeline_v6_full-editable baseline.ipynb,CHK_SOP_ACCESS,SOP quick-access system,Checklist,True,"xcept Exception: pass         return pd.DataFrame(columns=[""sop_id"",""title"",""pdf_path"",""version"",""status"",""keywords"",""checklist"",""source_url"
ED_Pipeline_v6_full-editable baseline.ipynb,CHK_LINGERING_DASH,Lingering patient dashboard/alerts,Checklist,False,
ED_Pipeline_v6_full-editable baseline.ipynb,CHK_HL7_TROP_DELTA,HL7v2 processing + troponin delta logic,Checklist,False,
ED_Pipeline_v6_full-editable baseline.ipynb,CHK_RESULTS_ALERT,Results notifications for significant changes,Checklist,False,
ED_Pipeline_v6_full-editable baseline.ipynb,CHK_RISK_AUTO,Auto risk scores (HEART/GRACE/Marburg/qSOFA/MEWS/SOFA),Checklist,True,"),""version"":""0.1"",""status"":""placeholder"",""keywords"":""sepsis|qsofa|fluids"",""checklist"":""Open SOP|Order labs|Start fluids|Antib"
ED_Pipeline_v6_full-editable baseline.ipynb,CHK_DDIMER_ADJ,Adjusted D-dimer (age/pregnancy),Checklist,False,
ED_Pipeline_v6_full-editable baseline.ipynb,CHK_CONTEXT_TRACK,Clinical context tracking (meds/allergy/history/pregnancy/baseline),Checklist,False,
ED_Pipeline_v6_full-editable baseline.ipynb,ARCH_MODULAR,Modular design (ops vs clinical),Architecture,True,def _try_import(name:str):     try: return importlib.import_module(name)     except Exception: return None def run_icu_constra
ED_Pipeline_v6_full-editable baseline.ipynb,ARCH_REALTIME,Real-time updates (websocket),Architecture,False,
ED_Pipeline_v6_full-editable baseline.ipynb,ARCH_MOBILE,Mobile interface,Architecture,False,
ED_Pipeline_v6_full-editable baseline.ipynb,ARCH_OFFLINE,Offline capability,Architecture,False,
ED_Pipeline_v6_full-editable baseline.ipynb,ARCH_APIS,Integration APIs (Orbis etc.),Architecture,False,
ED_Pipeline_v6_full-editable baseline.ipynb,ARCH_HL7,HL7v2 parsing,Architecture,False,
ED_Pipeline_v6_full-editable baseline.ipynb,ARCH_STATE,Patient state tracking,Architecture,False,
ED_Pipeline_v6_full-editable baseline.ipynb,ARCH_AUDIT,Audit logging,Architecture,False,
ED_Pipeline_v6_full-editable baseline.ipynb,ARCH_PRIVACY,Privacy compliance,Architecture,False,
ED_Pipeline_v6_full-editable baseline.ipynb,ARCH_DASHBOARD,Dashboard + search + alerts,Architecture,True,"elf)->pd.DataFrame: return self.sop_registry.read()     def search_sop(self, query:str)->pd.DataFrame:         df=self.sop_reg"
ED_Pipeline_v6_full-editable baseline.ipynb,ARCH_ACCESSIBILITY,Accessibility in high-stress use,Architecture,False,
baseline-first-real-data-ready-scaffold(1).ipynb,CLN_NO_AGE_SEX,No age/sex influence in decision logic,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(1).ipynb,CLN_MED_LISTS,Medication lists + interaction checking,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(1).ipynb,CLN_HISTORY,Relevant medical history captured (MI/COPD/DM),Clinical Spec,False,
baseline-first-real-data-ready-scaffold(1).ipynb,CLN_ALLERGIES,Allergies + adverse reactions handled,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(1).ipynb,CLN_PREGNANCY,Pregnancy status affects recommendations,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(1).ipynb,CLN_PENI_CEPH,Penicillin→avoid cephalosporins,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(1).ipynb,CLN_CONTRAST_PREMED,Contrast allergy premed protocols,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(1).ipynb,CLN_NSAID_ALT,NSAID allergy → alternate pain mgmt,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(1).ipynb,CLN_INR_ALWAYS,INR always included in lab profile,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(1).ipynb,CLN_ECG_IMMEDIATE,Immediate ECG for chest pain,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(1).ipynb,CLN_TROP_ALL_CHEST_ABD,Troponin ordered for chest/abdominal pain,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(1).ipynb,CLN_TROP_SERIAL,Serial troponin logic per timeline,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(1).ipynb,CLN_RISK_SCORES,Chest pain risk scores (HEART/GRACE/Marburg),Clinical Spec,False,
baseline-first-real-data-ready-scaffold(1).ipynb,CLN_SEPSIS_SCORES,Sepsis/ICU scores (qSOFA/MEWS/SOFA/APACHE),Clinical Spec,False,
baseline-first-real-data-ready-scaffold(1).ipynb,CLN_SOP_AUTOTRIGGER,Auto-trigger SOPs by presentation,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(1).ipynb,CLN_DDIMER_ADJ,Age/pregnancy-adjusted D-dimer,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(1).ipynb,CLN_LINGER_MON,Monitor lingering patients (time since assessment),Clinical Spec,False,
baseline-first-real-data-ready-scaffold(1).ipynb,CLN_FOLLOWUP_ECG,Follow-up ECG aligned with troponin,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(1).ipynb,CLN_CT_RULES,CT rules (emergencies vs pregnancy),Clinical Spec,False,
baseline-first-real-data-ready-scaffold(1).ipynb,CHK_QR_TRACK,QR equipment tracking (US/crash carts/wheelchairs),Checklist,False,
baseline-first-real-data-ready-scaffold(1).ipynb,CHK_SOP_ACCESS,SOP quick-access system,Checklist,False,
baseline-first-real-data-ready-scaffold(1).ipynb,CHK_LINGERING_DASH,Lingering patient dashboard/alerts,Checklist,False,
baseline-first-real-data-ready-scaffold(1).ipynb,CHK_HL7_TROP_DELTA,HL7v2 processing + troponin delta logic,Checklist,False,
baseline-first-real-data-ready-scaffold(1).ipynb,CHK_RESULTS_ALERT,Results notifications for significant changes,Checklist,False,
baseline-first-real-data-ready-scaffold(1).ipynb,CHK_RISK_AUTO,Auto risk scores (HEART/GRACE/Marburg/qSOFA/MEWS/SOFA),Checklist,False,
baseline-first-real-data-ready-scaffold(1).ipynb,CHK_DDIMER_ADJ,Adjusted D-dimer (age/pregnancy),Checklist,False,
baseline-first-real-data-ready-scaffold(1).ipynb,CHK_CONTEXT_TRACK,Clinical context tracking (meds/allergy/history/pregnancy/baseline),Checklist,True,"ats=10, seed=42):     rng = np.random.default_rng(seed)     baseline = mean_squared_error(y, predict_fn(X))     importances = np"
baseline-first-real-data-ready-scaffold(1).ipynb,ARCH_MODULAR,Modular design (ops vs clinical),Architecture,True,"mport torch.optim as optim import numpy as np  class MLP(nn.Module):     def __init__(self, d_in):         super().__init__() "
baseline-first-real-data-ready-scaffold(1).ipynb,ARCH_REALTIME,Real-time updates (websocket),Architecture,False,
baseline-first-real-data-ready-scaffold(1).ipynb,ARCH_MOBILE,Mobile interface,Architecture,False,
baseline-first-real-data-ready-scaffold(1).ipynb,ARCH_OFFLINE,Offline capability,Architecture,False,
baseline-first-real-data-ready-scaffold(1).ipynb,ARCH_APIS,Integration APIs (Orbis etc.),Architecture,False,
baseline-first-real-data-ready-scaffold(1).ipynb,ARCH_HL7,HL7v2 parsing,Architecture,False,
baseline-first-real-data-ready-scaffold(1).ipynb,ARCH_STATE,Patient state tracking,Architecture,False,
baseline-first-real-data-ready-scaffold(1).ipynb,ARCH_AUDIT,Audit logging,Architecture,False,
baseline-first-real-data-ready-scaffold(1).ipynb,ARCH_PRIVACY,Privacy compliance,Architecture,False,
baseline-first-real-data-ready-scaffold(1).ipynb,ARCH_DASHBOARD,Dashboard + search + alerts,Architecture,False,
baseline-first-real-data-ready-scaffold(1).ipynb,ARCH_ACCESSIBILITY,Accessibility in high-stress use,Architecture,False,
baseline-first-real-data-ready-scaffold(2).ipynb,CLN_NO_AGE_SEX,No age/sex influence in decision logic,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(2).ipynb,CLN_MED_LISTS,Medication lists + interaction checking,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(2).ipynb,CLN_HISTORY,Relevant medical history captured (MI/COPD/DM),Clinical Spec,False,
baseline-first-real-data-ready-scaffold(2).ipynb,CLN_ALLERGIES,Allergies + adverse reactions handled,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(2).ipynb,CLN_PREGNANCY,Pregnancy status affects recommendations,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(2).ipynb,CLN_PENI_CEPH,Penicillin→avoid cephalosporins,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(2).ipynb,CLN_CONTRAST_PREMED,Contrast allergy premed protocols,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(2).ipynb,CLN_NSAID_ALT,NSAID allergy → alternate pain mgmt,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(2).ipynb,CLN_INR_ALWAYS,INR always included in lab profile,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(2).ipynb,CLN_ECG_IMMEDIATE,Immediate ECG for chest pain,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(2).ipynb,CLN_TROP_ALL_CHEST_ABD,Troponin ordered for chest/abdominal pain,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(2).ipynb,CLN_TROP_SERIAL,Serial troponin logic per timeline,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(2).ipynb,CLN_RISK_SCORES,Chest pain risk scores (HEART/GRACE/Marburg),Clinical Spec,False,
baseline-first-real-data-ready-scaffold(2).ipynb,CLN_SEPSIS_SCORES,Sepsis/ICU scores (qSOFA/MEWS/SOFA/APACHE),Clinical Spec,False,
baseline-first-real-data-ready-scaffold(2).ipynb,CLN_SOP_AUTOTRIGGER,Auto-trigger SOPs by presentation,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(2).ipynb,CLN_DDIMER_ADJ,Age/pregnancy-adjusted D-dimer,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(2).ipynb,CLN_LINGER_MON,Monitor lingering patients (time since assessment),Clinical Spec,False,
baseline-first-real-data-ready-scaffold(2).ipynb,CLN_FOLLOWUP_ECG,Follow-up ECG aligned with troponin,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(2).ipynb,CLN_CT_RULES,CT rules (emergencies vs pregnancy),Clinical Spec,False,
baseline-first-real-data-ready-scaffold(2).ipynb,CHK_QR_TRACK,QR equipment tracking (US/crash carts/wheelchairs),Checklist,False,
baseline-first-real-data-ready-scaffold(2).ipynb,CHK_SOP_ACCESS,SOP quick-access system,Checklist,False,
baseline-first-real-data-ready-scaffold(2).ipynb,CHK_LINGERING_DASH,Lingering patient dashboard/alerts,Checklist,False,
baseline-first-real-data-ready-scaffold(2).ipynb,CHK_HL7_TROP_DELTA,HL7v2 processing + troponin delta logic,Checklist,False,
baseline-first-real-data-ready-scaffold(2).ipynb,CHK_RESULTS_ALERT,Results notifications for significant changes,Checklist,False,
baseline-first-real-data-ready-scaffold(2).ipynb,CHK_RISK_AUTO,Auto risk scores (HEART/GRACE/Marburg/qSOFA/MEWS/SOFA),Checklist,False,
baseline-first-real-data-ready-scaffold(2).ipynb,CHK_DDIMER_ADJ,Adjusted D-dimer (age/pregnancy),Checklist,False,
baseline-first-real-data-ready-scaffold(2).ipynb,CHK_CONTEXT_TRACK,Clinical context tracking (meds/allergy/history/pregnancy/baseline),Checklist,True,"ats=10, seed=42):     rng = np.random.default_rng(seed)     baseline = mean_squared_error(y, predict_fn(X))     importances = np"
baseline-first-real-data-ready-scaffold(2).ipynb,ARCH_MODULAR,Modular design (ops vs clinical),Architecture,True,"mport torch.optim as optim import numpy as np  class MLP(nn.Module):     def __init__(self, d_in):         super().__init__() "
baseline-first-real-data-ready-scaffold(2).ipynb,ARCH_REALTIME,Real-time updates (websocket),Architecture,False,
baseline-first-real-data-ready-scaffold(2).ipynb,ARCH_MOBILE,Mobile interface,Architecture,False,
baseline-first-real-data-ready-scaffold(2).ipynb,ARCH_OFFLINE,Offline capability,Architecture,False,
baseline-first-real-data-ready-scaffold(2).ipynb,ARCH_APIS,Integration APIs (Orbis etc.),Architecture,False,
baseline-first-real-data-ready-scaffold(2).ipynb,ARCH_HL7,HL7v2 parsing,Architecture,False,
baseline-first-real-data-ready-scaffold(2).ipynb,ARCH_STATE,Patient state tracking,Architecture,False,
baseline-first-real-data-ready-scaffold(2).ipynb,ARCH_AUDIT,Audit logging,Architecture,False,
baseline-first-real-data-ready-scaffold(2).ipynb,ARCH_PRIVACY,Privacy compliance,Architecture,False,
baseline-first-real-data-ready-scaffold(2).ipynb,ARCH_DASHBOARD,Dashboard + search + alerts,Architecture,False,
baseline-first-real-data-ready-scaffold(2).ipynb,ARCH_ACCESSIBILITY,Accessibility in high-stress use,Architecture,False,
baseline-first-real-data-ready-scaffold(3).ipynb,CLN_NO_AGE_SEX,No age/sex influence in decision logic,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(3).ipynb,CLN_MED_LISTS,Medication lists + interaction checking,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(3).ipynb,CLN_HISTORY,Relevant medical history captured (MI/COPD/DM),Clinical Spec,False,
baseline-first-real-data-ready-scaffold(3).ipynb,CLN_ALLERGIES,Allergies + adverse reactions handled,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(3).ipynb,CLN_PREGNANCY,Pregnancy status affects recommendations,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(3).ipynb,CLN_PENI_CEPH,Penicillin→avoid cephalosporins,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(3).ipynb,CLN_CONTRAST_PREMED,Contrast allergy premed protocols,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(3).ipynb,CLN_NSAID_ALT,NSAID allergy → alternate pain mgmt,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(3).ipynb,CLN_INR_ALWAYS,INR always included in lab profile,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(3).ipynb,CLN_ECG_IMMEDIATE,Immediate ECG for chest pain,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(3).ipynb,CLN_TROP_ALL_CHEST_ABD,Troponin ordered for chest/abdominal pain,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(3).ipynb,CLN_TROP_SERIAL,Serial troponin logic per timeline,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(3).ipynb,CLN_RISK_SCORES,Chest pain risk scores (HEART/GRACE/Marburg),Clinical Spec,False,
baseline-first-real-data-ready-scaffold(3).ipynb,CLN_SEPSIS_SCORES,Sepsis/ICU scores (qSOFA/MEWS/SOFA/APACHE),Clinical Spec,False,
baseline-first-real-data-ready-scaffold(3).ipynb,CLN_SOP_AUTOTRIGGER,Auto-trigger SOPs by presentation,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(3).ipynb,CLN_DDIMER_ADJ,Age/pregnancy-adjusted D-dimer,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(3).ipynb,CLN_LINGER_MON,Monitor lingering patients (time since assessment),Clinical Spec,False,
baseline-first-real-data-ready-scaffold(3).ipynb,CLN_FOLLOWUP_ECG,Follow-up ECG aligned with troponin,Clinical Spec,False,
baseline-first-real-data-ready-scaffold(3).ipynb,CLN_CT_RULES,CT rules (emergencies vs pregnancy),Clinical Spec,False,
baseline-first-real-data-ready-scaffold(3).ipynb,CHK_QR_TRACK,QR equipment tracking (US/crash carts/wheelchairs),Checklist,False,
baseline-first-real-data-ready-scaffold(3).ipynb,CHK_SOP_ACCESS,SOP quick-access system,Checklist,False,
baseline-first-real-data-ready-scaffold(3).ipynb,CHK_LINGERING_DASH,Lingering patient dashboard/alerts,Checklist,False,
baseline-first-real-data-ready-scaffold(3).ipynb,CHK_HL7_TROP_DELTA,HL7v2 processing + troponin delta logic,Checklist,False,
baseline-first-real-data-ready-scaffold(3).ipynb,CHK_RESULTS_ALERT,Results notifications for significant changes,Checklist,False,
baseline-first-real-data-ready-scaffold(3).ipynb,CHK_RISK_AUTO,Auto risk scores (HEART/GRACE/Marburg/qSOFA/MEWS/SOFA),Checklist,False,
baseline-first-real-data-ready-scaffold(3).ipynb,CHK_DDIMER_ADJ,Adjusted D-dimer (age/pregnancy),Checklist,False,
baseline-first-real-data-ready-scaffold(3).ipynb,CHK_CONTEXT_TRACK,Clinical context tracking (meds/allergy/history/pregnancy/baseline),Checklist,True,"ats=10, seed=42):     rng = np.random.default_rng(seed)     baseline = mean_squared_error(y, predict_fn(X))     importances = np"
baseline-first-real-data-ready-scaffold(3).ipynb,ARCH_MODULAR,Modular design (ops vs clinical),Architecture,True,"mport torch.optim as optim import numpy as np  class MLP(nn.Module):     def __init__(self, d_in):         super().__init__() "
baseline-first-real-data-ready-scaffold(3).ipynb,ARCH_REALTIME,Real-time updates (websocket),Architecture,False,
baseline-first-real-data-ready-scaffold(3).ipynb,ARCH_MOBILE,Mobile interface,Architecture,False,
baseline-first-real-data-ready-scaffold(3).ipynb,ARCH_OFFLINE,Offline capability,Architecture,False,
baseline-first-real-data-ready-scaffold(3).ipynb,ARCH_APIS,Integration APIs (Orbis etc.),Architecture,False,
baseline-first-real-data-ready-scaffold(3).ipynb,ARCH_HL7,HL7v2 parsing,Architecture,False,
baseline-first-real-data-ready-scaffold(3).ipynb,ARCH_STATE,Patient state tracking,Architecture,False,
baseline-first-real-data-ready-scaffold(3).ipynb,ARCH_AUDIT,Audit logging,Architecture,False,
baseline-first-real-data-ready-scaffold(3).ipynb,ARCH_PRIVACY,Privacy compliance,Architecture,False,
baseline-first-real-data-ready-scaffold(3).ipynb,ARCH_DASHBOARD,Dashboard + search + alerts,Architecture,False,
baseline-first-real-data-ready-scaffold(3).ipynb,ARCH_ACCESSIBILITY,Accessibility in high-stress use,Architecture,False,
baseline-first-real-data-ready-scaffold.ipynb,CLN_NO_AGE_SEX,No age/sex influence in decision logic,Clinical Spec,False,
baseline-first-real-data-ready-scaffold.ipynb,CLN_MED_LISTS,Medication lists + interaction checking,Clinical Spec,False,
baseline-first-real-data-ready-scaffold.ipynb,CLN_HISTORY,Relevant medical history captured (MI/COPD/DM),Clinical Spec,False,
baseline-first-real-data-ready-scaffold.ipynb,CLN_ALLERGIES,Allergies + adverse reactions handled,Clinical Spec,False,
baseline-first-real-data-ready-scaffold.ipynb,CLN_PREGNANCY,Pregnancy status affects recommendations,Clinical Spec,False,
baseline-first-real-data-ready-scaffold.ipynb,CLN_PENI_CEPH,Penicillin→avoid cephalosporins,Clinical Spec,False,
baseline-first-real-data-ready-scaffold.ipynb,CLN_CONTRAST_PREMED,Contrast allergy premed protocols,Clinical Spec,False,
baseline-first-real-data-ready-scaffold.ipynb,CLN_NSAID_ALT,NSAID allergy → alternate pain mgmt,Clinical Spec,False,
baseline-first-real-data-ready-scaffold.ipynb,CLN_INR_ALWAYS,INR always included in lab profile,Clinical Spec,False,
baseline-first-real-data-ready-scaffold.ipynb,CLN_ECG_IMMEDIATE,Immediate ECG for chest pain,Clinical Spec,False,
baseline-first-real-data-ready-scaffold.ipynb,CLN_TROP_ALL_CHEST_ABD,Troponin ordered for chest/abdominal pain,Clinical Spec,False,
baseline-first-real-data-ready-scaffold.ipynb,CLN_TROP_SERIAL,Serial troponin logic per timeline,Clinical Spec,False,
baseline-first-real-data-ready-scaffold.ipynb,CLN_RISK_SCORES,Chest pain risk scores (HEART/GRACE/Marburg),Clinical Spec,False,
baseline-first-real-data-ready-scaffold.ipynb,CLN_SEPSIS_SCORES,Sepsis/ICU scores (qSOFA/MEWS/SOFA/APACHE),Clinical Spec,False,
baseline-first-real-data-ready-scaffold.ipynb,CLN_SOP_AUTOTRIGGER,Auto-trigger SOPs by presentation,Clinical Spec,False,
baseline-first-real-data-ready-scaffold.ipynb,CLN_DDIMER_ADJ,Age/pregnancy-adjusted D-dimer,Clinical Spec,False,
baseline-first-real-data-ready-scaffold.ipynb,CLN_LINGER_MON,Monitor lingering patients (time since assessment),Clinical Spec,False,
baseline-first-real-data-ready-scaffold.ipynb,CLN_FOLLOWUP_ECG,Follow-up ECG aligned with troponin,Clinical Spec,False,
baseline-first-real-data-ready-scaffold.ipynb,CLN_CT_RULES,CT rules (emergencies vs pregnancy),Clinical Spec,False,
baseline-first-real-data-ready-scaffold.ipynb,CHK_QR_TRACK,QR equipment tracking (US/crash carts/wheelchairs),Checklist,False,
baseline-first-real-data-ready-scaffold.ipynb,CHK_SOP_ACCESS,SOP quick-access system,Checklist,False,
baseline-first-real-data-ready-scaffold.ipynb,CHK_LINGERING_DASH,Lingering patient dashboard/alerts,Checklist,False,
baseline-first-real-data-ready-scaffold.ipynb,CHK_HL7_TROP_DELTA,HL7v2 processing + troponin delta logic,Checklist,False,
baseline-first-real-data-ready-scaffold.ipynb,CHK_RESULTS_ALERT,Results notifications for significant changes,Checklist,False,
baseline-first-real-data-ready-scaffold.ipynb,CHK_RISK_AUTO,Auto risk scores (HEART/GRACE/Marburg/qSOFA/MEWS/SOFA),Checklist,False,
baseline-first-real-data-ready-scaffold.ipynb,CHK_DDIMER_ADJ,Adjusted D-dimer (age/pregnancy),Checklist,False,
baseline-first-real-data-ready-scaffold.ipynb,CHK_CONTEXT_TRACK,Clinical context tracking (meds/allergy/history/pregnancy/baseline),Checklist,False,
baseline-first-real-data-ready-scaffold.ipynb,ARCH_MODULAR,Modular design (ops vs clinical),Architecture,True,"mport torch.optim as optim import numpy as np  class MLP(nn.Module):     def __init__(self, d_in):         super().__init__() "
baseline-first-real-data-ready-scaffold.ipynb,ARCH_REALTIME,Real-time updates (websocket),Architecture,False,
baseline-first-real-data-ready-scaffold.ipynb,ARCH_MOBILE,Mobile interface,Architecture,False,
baseline-first-real-data-ready-scaffold.ipynb,ARCH_OFFLINE,Offline capability,Architecture,False,
baseline-first-real-data-ready-scaffold.ipynb,ARCH_APIS,Integration APIs (Orbis etc.),Architecture,False,
baseline-first-real-data-ready-scaffold.ipynb,ARCH_HL7,HL7v2 parsing,Architecture,False,
baseline-first-real-data-ready-scaffold.ipynb,ARCH_STATE,Patient state tracking,Architecture,False,
baseline-first-real-data-ready-scaffold.ipynb,ARCH_AUDIT,Audit logging,Architecture,False,
baseline-first-real-data-ready-scaffold.ipynb,ARCH_PRIVACY,Privacy compliance,Architecture,False,
baseline-first-real-data-ready-scaffold.ipynb,ARCH_DASHBOARD,Dashboard + search + alerts,Architecture,False,
baseline-first-real-data-ready-scaffold.ipynb,ARCH_ACCESSIBILITY,Accessibility in high-stress use,Architecture,False,
ed_agent_mesh_day6_ECG_PATCHED.ipynb,CLN_NO_AGE_SEX,No age/sex influence in decision logic,Clinical Spec,False,
ed_agent_mesh_day6_ECG_PATCHED.ipynb,CLN_MED_LISTS,Medication lists + interaction checking,Clinical Spec,False,
ed_agent_mesh_day6_ECG_PATCHED.ipynb,CLN_HISTORY,Relevant medical history captured (MI/COPD/DM),Clinical Spec,False,
ed_agent_mesh_day6_ECG_PATCHED.ipynb,CLN_ALLERGIES,Allergies + adverse reactions handled,Clinical Spec,False,
ed_agent_mesh_day6_ECG_PATCHED.ipynb,CLN_PREGNANCY,Pregnancy status affects recommendations,Clinical Spec,False,
ed_agent_mesh_day6_ECG_PATCHED.ipynb,CLN_PENI_CEPH,Penicillin→avoid cephalosporins,Clinical Spec,False,
ed_agent_mesh_day6_ECG_PATCHED.ipynb,CLN_CONTRAST_PREMED,Contrast allergy premed protocols,Clinical Spec,False,
ed_agent_mesh_day6_ECG_PATCHED.ipynb,CLN_NSAID_ALT,NSAID allergy → alternate pain mgmt,Clinical Spec,False,
ed_agent_mesh_day6_ECG_PATCHED.ipynb,CLN_INR_ALWAYS,INR always included in lab profile,Clinical Spec,False,
ed_agent_mesh_day6_ECG_PATCHED.ipynb,CLN_ECG_IMMEDIATE,Immediate ECG for chest pain,Clinical Spec,True,# ED Agent Mesh — ECG + Triage Standing Orders (Patched) Run top‑to‑bottom. Logs show acti
ed_agent_mesh_day6_ECG_PATCHED.ipynb,CLN_TROP_ALL_CHEST_ABD,Troponin ordered for chest/abdominal pain,Clinical Spec,False,
ed_agent_mesh_day6_ECG_PATCHED.ipynb,CLN_TROP_SERIAL,Serial troponin logic per timeline,Clinical Spec,False,
ed_agent_mesh_day6_ECG_PATCHED.ipynb,CLN_RISK_SCORES,Chest pain risk scores (HEART/GRACE/Marburg),Clinical Spec,False,
ed_agent_mesh_day6_ECG_PATCHED.ipynb,CLN_SEPSIS_SCORES,Sepsis/ICU scores (qSOFA/MEWS/SOFA/APACHE),Clinical Spec,False,
